"Name","Year","origin"
"eduardo alans guerrero",1968,"Hispanic-Iberian"
"jos guadalupe alanis tamez",1948,"Hispanic-Iberian"
"juan alans guerrero",1964,"Hispanic-Iberian"
"mauro alans gonzlez",1960,"Hispanic-Iberian"
"ral alanis guerrero",1972,"Hispanic-Iberian"
"salvador alans duque",1932,"Hispanic-Iberian"
"burhan alanku",1968,"Turkey"
"vladan alanovi",1992,"Balkans"
"mohammed alalaoui",1968,"Arabic"
"mariem alaoui selsouli",2008,"Arabic"
"jorge alarcn gmez",1988,"Hispanic-Iberian"
"e martn alarcn isidro",1948,"Hispanic-Iberian"
"sergey petrovich alay",1996,"Slavic-Russian"
"jos daniel alba alba",1968,"Hispanic-Iberian"
"ruslan vladimirovich albegov",2012,"Slavic-Russian"
"il alben",2012,"Turkey"
"carlos albert llorente",1964,"Hispanic-Iberian"
"islambeka saidtsilimovich albiyev",2008,"Slavic-Russian"
"janez albreht",1976,"Balkans"
"jos gerardo alcala garca",1984,"Hispanic-Iberian"
"mara jos alcal izguerra",1988,"Hispanic-Iberian"
"ral alcal gallegos",1984,"Hispanic-Iberian"
"rubn alcala",1976,"Hispanic-Iberian"
"agustn alcntara estrada",1968,"Hispanic-Iberian"
"moiss aldape chvez",2008,"Hispanic-Iberian"
"ibrahim erikovych aldatov",2008,"Slavic-Russian"
"anil alexander aldrin",1996,"India"
"josip jozo alebi",1972,"Balkans"
"jannet alegria pea",2012,"Hispanic-Iberian"
"juan manuel alejndrez rodrguez",1968,"Hispanic-Iberian"
"nadezhda valeryevna aleksandrova",2006,"Slavic-Russian"
"nataliya yuryevna aleksandrova",2004,"Slavic-Russian"
"yuliya ivanovna aleksandrova",2000,"Slavic-Russian"
"aleksandr vyacheslavovich alekseyev",2004,"Slavic-Russian"
"aleksandr yuryevich alekseyev",1998,"Slavic-Russian"
"denis sergeyevich alekseyev",2008,"Slavic-Russian"
"igor alekseyev",1996,"Slavic-Russian"
"svetlana yuryevna alekseyeva",1996,"Slavic-Russian"
"aleksandar aleksi",2012,"Balkans"
"milan aleksi",2012,"Balkans"
"ilya leonidovich aleksiyevich",2012,"Slavic-Russian"
"burhanettin eref alemdar",1936,"Turkey"
"aleksandr apollonovich alenitsyn",1912,"Slavic-Russian"
"macarena alexanderson lvarez",1992,"Hispanic-Iberian"
"yevgeny vasilyevich aleynikov",1996,"Slavic-Russian"
"antonio alfaro ramos",1992,"Hispanic-Iberian"
"enrique alfaro rojas",1996,"Hispanic-Iberian"
"isaac alfaro loza",1948,"Hispanic-Iberian"
"abdullah ali",1964,"Arabic"
"ahmed ali",1996,"Arabic"
"ahmed ali salem khamis alabri",2012,"Arabic"
"ahmed khalaf khalaf ali",1948,"Arabic"
"farag ali",1984,"Arabic"
"fouad m ali",1964,"Arabic"
"hamed ali",1976,"Arabic"
"hamza abdel mohamed ali",1952,"Arabic"
"imam hassan ali bechara",1936,"Arabic"
"lahoussine xavier ali",2008,"Arabic"
"mohamed helal ali",1984,"Arabic"
"shaukat ali",1928,"India"
"syed ali",1976,"India"
"syed mushtaq ali",1964,"India"
"sayed zeeshan ali",1988,"India"
"sadegh ali akbarzadeh khoi",1960,"Persian"
"mohamed sid ali djouadi",1972,"Arabic"
"ahmed ali ahmed saleh",2008,"Arabic"
"rahim aliabadi",1972,"Persian"
"mohammad alidjanimomer",1976,"Persian"
"tjoeij lin alienilin",1972,"SouthEastAsia"
"sergey gennadyevich alifirenko",2000,"Slavic-Russian"
"mirko alilovi",2008,"Balkans"
"nataliya adamovna alimova trandenkova",2008,"Slavic-Russian"
"jamal alalioui",2004,"Arabic"
"aleksey aleksandrovich alipov",2000,"Slavic-Russian"
"margarita sergeyevna aliychuk",2008,"Slavic-Russian"
"olesya murtazaliyevna aliyeva",1998,"Slavic-Russian"
"firouz alizadeh fard",1972,"Persian"
"kimia alizadeh zenoorin",2016,"Persian"
"jafar alizadeh koldkeshi",1976,"Persian"
"yksel alkan",1952,"Turkey"
"alkindi",1988,"SouthEastAsia"
"david alkon gruspan",1972,"Hispanic-Iberian"
"ikhlef ahmed hadj allah",1984,"Arabic"
"mohamed allalou",1996,"Arabic"
"ahmed issam allam",1952,"Arabic"
"dalia allam",2004,"Arabic"
"mohamed abdel khalek allam",1948,"Arabic"
"heba allejji",2016,"Arabic"
"richard james allen",1928,"India"
"samuel thomas allen",1996,"AngloSaxon"
"hussan ali allouba",1920,"Arabic"
"moustafa allozy",1992,"Arabic"
"jess antonio almada flix",1952,"Hispanic-Iberian"
"alberto almanza gonzlez",1960,"Hispanic-Iberian"
"rubn almanza garca",1952,"Hispanic-Iberian"
"jos rubn almanzor martnez",1972,"Hispanic-Iberian"
"houshmand almasi",1964,"Persian"
"azul lizeth almazn lpez",2000,"Hispanic-Iberian"
"anna aleksandrovna alminova",2008,"Slavic-Russian"
"aarno aksel arno almqvist",1912,"Slavic-Russian"
"kseniya alekseyevna alopina",2014,"Slavic-Russian"
"kamel alalouini",2012,"Arabic"
"mohamed alouini",1984,"Arabic"
"mikhail surenovich misha aloyan",2012,"Slavic-Russian"
"bobby aloysius",2004,"India"
"vedat alp alpagut",1996,"Turkey"
"abdul aziz alpak",2000,"Turkey"
"yaar alpaslan",1936,"Turkey"
"alfrds karls alslbens",1912,"Slavic-Russian"
"flix altamirano medina",1968,"Hispanic-Iberian"
"gabriel altamirano tames",1964,"Hispanic-Iberian"
"roberto altamirano snchez",1972,"Hispanic-Iberian"
"kamil altan",1952,"Turkey"
"orhan altan",1960,"Turkey"
"mehmet altin",1984,"Turkey"
"elif altnkaynak",1996,"Turkey"
"sait altnordu",1936,"Turkey"
"akn altok",1952,"Turkey"
"pavlo serhiyovych altukhov",2016,"Slavic-Russian"
"ahmet altun",1984,"Turkey"
"klementmile alujevi",1948,"Balkans"
"roberto alva",1972,"Hispanic-Iberian"
"alberto lvarez muoz",2016,"Hispanic-Iberian"
"damian lvarez arcos",1992,"Hispanic-Iberian"
"francisco jos lvarez",1932,"Hispanic-Iberian"
"hctor alvarez ayala",1968,"Hispanic-Iberian"
"ignacio lvarez prez",1976,"Hispanic-Iberian"
"jos rosario lvarez garca",1980,"Hispanic-Iberian"
"jos lvarez crespo",1968,"Hispanic-Iberian"
"jos luis lvarez alvarez",1968,"Hispanic-Iberian"
"juan manuel lvarez lvarez",1972,"Hispanic-Iberian"
"luis antonio lvarez murillo",2012,"Hispanic-Iberian"
"jos manuel lvarez",1932,"Hispanic-Iberian"
"roberto adolfo alvrez hojel",1988,"Hispanic-Iberian"
"samuel lvarez",1996,"Hispanic-Iberian"
"rosman alwi",1984,"SouthEastAsia"
"ahmed fouad aly",1984,"Arabic"
"ahmed kamel aly",1952,"Arabic"
"ahmed mahmoud aly",1972,"Arabic"
"attia elsayed aly",1976,"Arabic"
"ihab aly",1984,"Arabic"
"mohamed aly reda",2004,"Arabic"
"mohamed aly",1948,"Arabic"
"mohamed ahmed adel aly",1952,"Arabic"
"nariman aly",2016,"Arabic"
"ramadan aly",1988,"Arabic"
"maksim nikolayevich alyoshin",2000,"Slavic-Russian"
"yevgeny yuryevich alyoshin",2004,"Slavic-Russian"
"ivan vladimirovich alypov",2006,"Slavic-Russian"
"murat alyz",1948,"Turkey"
"ampol amaluktipituk",1984,"SouthEastAsia"
"hassan noureldin aman",1968,"Arabic"
"junaidah aman",1972,"SouthEastAsia"
"mohamed amanissi",2008,"Arabic"
"misa amano",2004,"Japan"
"shin amano",1998,"Japan"
"yoshihiro amano",1964,"Japan"
"khayri amar",1984,"Arabic"
"mourad sedegh amara",1980,"Arabic"
"martn amarillas",1988,"Hispanic-Iberian"
"nauraj singh randhawa amarjit singh",2016,"SouthEastAsia"
"mubarak ismail amber",1984,"Arabic"
"roman ambroi",1988,"Balkans"
"shenny ratna amelia",2000,"SouthEastAsia"
"moustafa amin amer",1988,"Arabic"
"maha amer",2016,"Arabic"
"mohamed amer",2016,"Arabic"
"mohamed mahmoud amer",2008,"Arabic"
"mohamed abdelraham sayed amer",2016,"Arabic"
"moustafa amer",1988,"Arabic"
"nourhan muhammad mahmud amer",2012,"Arabic"
"mohamed ameur",2008,"Arabic"
"hilda amezaga harfuch",1972,"Hispanic-Iberian"
"alejandro amezcua carried",1972,"Hispanic-Iberian"
"norma amezcua guajardo",1968,"Hispanic-Iberian"
"fuad anwar amin",1996,"Arabic"
"jehangoo amin",1948,"India"
"mohamed amin",1936,"Arabic"
"mohamed salah amin",1972,"Arabic"
"mashallah amin sorour",1964,"Persian"
"amir amini",2008,"Persian"
"vladislav viktorovich aminov",2000,"Slavic-Russian"
"mamadou amir",1964,"Arabic"
"hasli izwan amir hasan",2008,"SouthEastAsia"
"iraj amirakhori",1988,"Persian"
"mansour amirasefi",1964,"Persian"
"benik amirian",1956,"Persian"
"savitree amitrapai",2016,"SouthEastAsia"
"habib ammar",1976,"Arabic"
"hussain ammouta",1992,"Arabic"
"thongdy amnouayphone",1996,"SouthEastAsia"
"guillermo j amparan",1924,"Hispanic-Iberian"
"eduardo ampudia nio de rivera",1992,"Hispanic-Iberian"
"veronica ampudia nio de rivera",1992,"Hispanic-Iberian"
"noureddine amrabat",2012,"Arabic"
"rafik amrane",2000,"Arabic"
"marwa alamri",2008,"Arabic"
"anand amritraj",1988,"India"
"vijay amritraj",1988,"India"
"juraj amel",1948,"Balkans"
"iryna vitalivna amshennikova",2004,"Slavic-Russian"
"mohamed amsif",2012,"Arabic"
"mohamed amyn",2004,"Arabic"
"an baul",2016,"Korea"
"an byeonggeun",1984,"Korea"
"an byeonggyun",1988,"Korea"
"an byeonghun",2016,"Korea"
"an byeonghun",1964,"Korea"
"an byeongseok",1948,"Korea"
"an changrim",2016,"Korea"
"an cheonyeong",1968,"Korea"
"an daehyeon",1988,"Korea"
"an dalho",1984,"Korea"
"an deokgi",1964,"Korea"
"an gilwan",1976,"Korea"
"an gyeongja",1968,"Korea"
"an haeeun",1984,"Korea"
"an hanbong",1992,"Korea"
"an hanyeong",1976,"Korea"
"an huibong",1996,"Korea"
"an hyoju",2016,"Korea"
"an jaesong",1960,"Korea"
"an jaewon",1972,"Korea"
"an jeonggeun",1964,"Korea"
"an jeonghwa",2008,"Korea"
"an jimin",2010,"Korea"
"an jinsu",1984,"Korea"
"an jongdeuk",1964,"Korea"
"an kumae",2008,"Korea"
"an myonghwa",1992,"Korea"
"an sangmi",1998,"Korea"
"an sehyeon",2016,"Korea"
"an seuk",1976,"Korea"
"an senza",1964,"Korea"
"an seonmi",1996,"Korea"
"an seulki",2016,"Korea"
"an sugyeong",2004,"Korea"
"an uhyeok",1988,"Korea"
"an ungnam",1976,"Korea"
"viktor an",2002,"Korea"
"an weijiang",2006,"China"
"an yeonghan",1948,"Korea"
"an yeongsik",1956,"Korea"
"an yeongsu",1984,"Korea"
"an yonggwon",2004,"Korea"
"an yulong",1998,"China"
"an zhongxin",1996,"China"
"yasemin ecem anagz",2016,"Turkey"
"takamasa anai",2012,"Japan"
"lolita volodymyrivna ananasova",2016,"Slavic-Russian"
"kandiah anandarajah",1964,"SouthEastAsia"
"anis viktorovich ananenko",2012,"Slavic-Russian"
"yekaterina igorevna ananina",2010,"Slavic-Russian"
"lyudmila arkadyevna ananko",2002,"Slavic-Russian"
"tatyana vasilyevna ananko",2000,"Slavic-Russian"
"mohsen muhammad abdul mohsen anany youssef mustapha",2008,"Arabic"
"yuliya igorevna anashkina",2006,"Slavic-Russian"
"svetlana anastasovskiobuina",1980,"Balkans"
"virginia anchestegui rabasa",1972,"Hispanic-Iberian"
"anton pavlovich anchin",2012,"Slavic-Russian"
"jos andrs anchondo garca",1988,"Hispanic-Iberian"
"mario ani",2000,"Balkans"
"brian anderson",1964,"AngloSaxon"
"ganpatrao krishnaji ganpat andhalkarpatil",1964,"India"
"kazuaki ando",1998,"Japan"
"kenkichi ando",1972,"Japan"
"kozue ando",2004,"Japan"
"masaya ando",1984,"Japan"
"miki ando",2006,"Japan"
"mikiko ando",2016,"Japan"
"misako ando",1996,"Japan"
"taro ando",2000,"Japan"
"yasuhiro ando",1992,"Japan"
"yuya ando",2004,"Japan"
"hernn andrade yaez",1988,"Hispanic-Iberian"
"michael andrew",1964,"SouthEastAsia"
"marian andrewsheffernan",2012,"AngloSaxon"
"georgy aleksandrovich andreyev",2004,"Slavic-Russian"
"igor valeryevich andreyev",2004,"Slavic-Russian"
"vladimir vladimirovich andreyev",1912,"Slavic-Russian"
"sofya denisovna andreyeva",2016,"Slavic-Russian"
"vera sergeyevna andreyeva",2008,"Slavic-Russian"
"viktoriya olegovna andreyeva",2012,"Slavic-Russian"
"yekaterina igorevna andreyeva",2012,"Slavic-Russian"
"tatyana valeryevna andrianova",2004,"Slavic-Russian"
"dragan andri",1984,"Balkans"
"yevheniya serhivna andrieieva",2000,"Slavic-Russian"
"valeriy oleksandrovych andriitsev",2012,"Slavic-Russian"
"dmytro andriyev",1996,"Slavic-Russian"
"aleksandr leonidovich andriyevsky",1998,"Slavic-Russian"
"yury vladimirovich andronov",2004,"Slavic-Russian"
"alona anatolivna andruk",2012,"Slavic-Russian"
"vyacheslav dmitriyevich andrusenko",2016,"Slavic-Russian"
"yekaterina sergeyevna andryushina",2008,"Slavic-Russian"
"reza anduz",1988,"Persian"
"imtiaz anees",2000,"India"
"kang keam anthony ang",1996,"SouthEastAsia"
"adriana angeles lozada",2000,"Hispanic-Iberian"
"ellen angelinawaty",2000,"SouthEastAsia"
"patrick paddy anglim",1928,"AngloSaxon"
"heriberto anguiano de la fuente",1932,"Hispanic-Iberian"
"alfredo angulo lpez",2004,"Hispanic-Iberian"
"deyanira angulo chias",2008,"Hispanic-Iberian"
"damir ani",1968,"Balkans"
"yekaterina yevgenyevna anikeyeva",2000,"Slavic-Russian"
"aleksandr vladimirovich anishchenko",2004,"Slavic-Russian"
"anisi",1992,"SouthEastAsia"
"artyom alekseyevich anisimov",2014,"Slavic-Russian"
"maksim viktorovich anisimov",2006,"Slavic-Russian"
"nina valentinovna anisimova",2000,"Slavic-Russian"
"subbaiah anjaparavanda bopaiah",1996,"India"
"majda ankele samaluk",1964,"Balkans"
"andrija ankovi",1960,"Balkans"
"ali annabi",1960,"Arabic"
"izuo anno",1932,"Japan"
"noriko anno",1996,"Japan"
"vadim vladimirovich anokhin",2016,"Slavic-Russian"
"roman sergeyevich anoshkin",2016,"Slavic-Russian"
"sajjad anoushiravani hamlabad",2012,"Persian"
"chakir ansari",2016,"Arabic"
"berland anthony",1952,"India"
"joseph anthony",1952,"India"
"joseph anthony joe antic",1960,"India"
"sava anti",1956,"Balkans"
"seema antil",2004,"India"
"oleg vladimirovich antonenko",1998,"Slavic-Russian"
"edvard antonijevi",1928,"Balkans"
"semyon sergeyevich antonov",2012,"Slavic-Russian"
"serhiy antonov",2000,"Slavic-Russian"
"aleksandra ivanovna antonova",2012,"Slavic-Russian"
"aleksandra viktorovna antonova",2008,"Slavic-Russian"
"diana ivanovna antonova",2012,"Slavic-Russian"
"olena anatolivna antonova",1996,"Slavic-Russian"
"yelena anatolyevna antonova",1996,"Slavic-Russian"
"yekaterina anatolyevna antonyuk",1998,"Slavic-Russian"
"tatyana andreyevna antoshina",2012,"Slavic-Russian"
"maryna mykolavna antsybor",2010,"Slavic-Russian"
"duan antunovi",1972,"Balkans"
"nataliya nikolayevna antyukh",2004,"Slavic-Russian"
"mohamad khairul anuar",2012,"SouthEastAsia"
"andrey anufriyenko",1994,"Slavic-Russian"
"nataliya valeryevna anufriyenko",2008,"Slavic-Russian"
"abolfazl anvari",1968,"Persian"
"jermin anwar",2004,"Arabic"
"mohamed sameh anwar",1952,"Arabic"
"mostafa anwar",2004,"Arabic"
"rashid mian anwar",1936,"India"
"yelena fyodorovna anyushina",2016,"Slavic-Russian"
"marija anzulovi",2000,"Balkans"
"aleksandar aneli",1964,"Balkans"
"ao changrong",2008,"China"
"talimeren ao",1948,"India"
"ao tegen",1996,"China"
"chamleunesouk aooudomphonh",2004,"SouthEastAsia"
"kumao aochi",1936,"Japan"
"seiji aochi",1968,"Japan"
"ai aoki",2008,"Japan"
"chika aoki",2016,"Japan"
"fumiko aoki",1992,"Japan"
"kanae aoki",2014,"Japan"
"masanori aoki",1952,"Japan"
"masayo aoki",1952,"Japan"
"mayumi aoki nishiguti",1972,"Japan"
"norichika aoki",2008,"Japan"
"sayaka aoki",2008,"Japan"
"tomomi aoki",2016,"Japan"
"yukiyoshi aoki",1952,"Japan"
"mohamed aomar",1968,"Arabic"
"noboru aomi",1960,"Japan"
"ryo aono",2010,"Japan"
"reiko aonuma fujisawa",1976,"Japan"
"shinji aoto",1988,"Japan"
"redouane aouachria",1996,"Arabic"
"fatima aouam",1988,"Arabic"
"moussa aouanouk",2000,"Arabic"
"sad aouita",1984,"Arabic"
"tarek aouni",1996,"Arabic"
"ayari aoyama",1996,"Japan"
"shigeru aoyama",1992,"Japan"
"toru aoyanagi",1988,"Japan"
"eref apak",2004,"Turkey"
"nikolay sergeyevich apalikov",2012,"Slavic-Russian"
"aleksandr viktorovich apanasenok",2004,"Slavic-Russian"
"kiradech aphibarnrat",2016,"SouthEastAsia"
"andrejs apstis",1912,"Slavic-Russian"
"salaheddine aqqal",2004,"Arabic"
"enrique aquino busquets",1980,"Hispanic-Iberian"
"javier ignacio aquino carmona",2012,"Hispanic-Iberian"
"mostafa arab",1964,"Persian"
"reyhan arabacolu",2004,"Turkey"
"mohamed alnaceur arafat",2016,"Arabic"
"rababe arafi",2016,"Arabic"
"yoshimitsu aragaki",1972,"Japan"
"atsushi arai",2016,"Japan"
"hirooki arai",2016,"Japan"
"marie arai",1998,"Japan"
"masao arai",1976,"Japan"
"nobuo arai",1928,"Japan"
"riichi arai",1956,"Japan"
"ryohei arai",2016,"Japan"
"satoru arai",1972,"Japan"
"shigeo arai",1936,"Japan"
"shu arai",2004,"Japan"
"takahiro arai",2008,"Japan"
"toru arai",1932,"Japan"
"yoshinori arai",1968,"Japan"
"yuko arai",1996,"Japan"
"miguel araico lvarez",1932,"Hispanic-Iberian"
"eriko arakawa",2004,"Japan"
"hachiro arakawa",1964,"Japan"
"shizuka arakawa",1998,"Japan"
"daizou araki",1984,"Japan"
"erika araki",2008,"Japan"
"kumi araki",1988,"Japan"
"masahiro araki",2008,"Japan"
"miharu araki",1998,"Japan"
"nobuhiro araki",1968,"Japan"
"toshiaki araki",1964,"Japan"
"yugo araki",1960,"Japan"
"yuko arakida",1976,"Japan"
"gilda aranda rojas",1956,"Hispanic-Iberian"
"mate arapov",2000,"Balkans"
"franjo arapovi",1988,"Balkans"
"toru arase",1972,"Japan"
"yota arase",2000,"Japan"
"yukiya arashiro",2012,"Japan"
"yukie arata",1932,"Japan"
"kazuo araya",1972,"Japan"
"hicham arazi",1996,"Arabic"
"khalil arbaji",1980,"Arabic"
"michael ludwig hariyanto arbi",1996,"SouthEastAsia"
"anelija arbutina arenac",1988,"Balkans"
"ivan ivo aranin",1924,"Balkans"
"federico arce granados",1968,"Hispanic-Iberian"
"richard archibald",2004,"AngloSaxon"
"sailom ard",2008,"SouthEastAsia"
"fouad aref",1980,"Arabic"
"fidel arellano",1932,"Hispanic-Iberian"
"jos de jess arellano alcocer",1996,"Hispanic-Iberian"
"miguel arellano moreno",1964,"Hispanic-Iberian"
"ral arellano gallo",1964,"Hispanic-Iberian"
"carlos arena",1996,"Hispanic-Iberian"
"milan areina",1980,"Balkans"
"ricardo arguello",1932,"Hispanic-Iberian"
"i ketut ariana",2016,"SouthEastAsia"
"ferhat arcan",2016,"Turkey"
"fikret arcan",1936,"Turkey"
"achad arifin",1956,"SouthEastAsia"
"polat kemboi arkan",2012,"Turkey"
"mehmet saim arkan",1928,"Turkey"
"yosuke arimitsu",1964,"Japan"
"yuko arimori wilson",1992,"Japan"
"hikoroku arimoto",1936,"Japan"
"shuji arinaga",1972,"Japan"
"yoshiharu arino",2006,"Japan"
"ramil kamilyevich aritkulov",2004,"Slavic-Russian"
"panus ariyamongkol",1972,"SouthEastAsia"
"surapong ariyamongkol",1972,"SouthEastAsia"
"mohamed alarjaoui",2008,"Arabic"
"boonsong arjtaweekul",1960,"SouthEastAsia"
"taweesit arjtaweekul",1964,"SouthEastAsia"
"anna arkhipenko",2008,"Slavic-Russian"
"dmitry nikolayevich arkhipov",2002,"Slavic-Russian"
"yevgeny valeryevich arkhipov",2014,"Slavic-Russian"
"anna valeryevna arkhipova",2000,"Slavic-Russian"
"cihat arman",1936,"Turkey"
"rushdy armanios",1984,"Arabic"
"shirley armstrong",1960,"AngloSaxon"
"zlatan arnautovi",1980,"Balkans"
"gojko arneri",1960,"Balkans"
"pedro aroche de los monteros",1972,"Hispanic-Iberian"
"sarce aronggear",2004,"SouthEastAsia"
"abdessalem arous",2000,"Arabic"
"tania karina arrayales macas",2016,"Hispanic-Iberian"
"luis arredondo cepeda",1972,"Hispanic-Iberian"
"nicols arredondo ibez",1976,"Hispanic-Iberian"
"ren arredondo cepeda",1964,"Hispanic-Iberian"
"sonia arredondo",1968,"Hispanic-Iberian"
"marcia arriaga larrinua",1968,"Hispanic-Iberian"
"eduardo arrillaga arjona",1984,"Hispanic-Iberian"
"erdoan arsal",1964,"Turkey"
"hayri arsebk",1936,"Turkey"
"milorad mikica arsenijevi",1928,"Balkans"
"boris nikolayevich arsenyev",1912,"Slavic-Russian"
"rza arseven",1948,"Turkey"
"yasin arslan",2000,"Turkey"
"abas arslanagi",1972,"Balkans"
"mer arslanolu",2008,"Turkey"
"andrea arsovi",2012,"Balkans"
"mario alberto arteaga herrera",1992,"Hispanic-Iberian"
"olga dmitriyevna arteshina",2000,"Slavic-Russian"
"ivan nikolayevich arteyev",2006,"Slavic-Russian"
"mykhailo vasylovych artiukhov",1998,"Slavic-Russian"
"sedat artu",2004,"Turkey"
"sergey yevgenyevich artyukhin",2008,"Slavic-Russian"
"akiko aruga",1972,"Japan"
"toyofumi aruga",1964,"Japan"
"michael arulraj",1964,"SouthEastAsia"
"zorana arunovi",2012,"Balkans"
"krisada arunwong",1960,"SouthEastAsia"
"andrey nikolayevich aryamnov",2008,"Slavic-Russian"
"hassan aryanfard",1976,"Persian"
"tatyana alekseyevna aryasova khmeleva",2008,"Slavic-Russian"
"marina aleksandrovna arzamasova katovich",2012,"Slavic-Russian"
"mohammad arzandeh",2012,"Persian"
"yelena vladimirovna arzhakova",2012,"Slavic-Russian"
"man asaad",2016,"Arabic"
"mao asada",2010,"Japan"
"masako asada",1988,"Japan"
"shinobu asagoe",2000,"Japan"
"nobuharu asahara",1996,"Japan"
"kentaro asahi",2008,"Japan"
"eriko asai",1988,"Japan"
"isao asai",1968,"Japan"
"kiyoshi asai",1964,"Japan"
"tadashi asai",1956,"Japan"
"yoshiro asakuma",1936,"Japan"
"haydar aan",1928,"Turkey"
"suat f aani",1936,"Turkey"
"mayumi asano",2000,"Japan"
"noriko asano",1972,"Japan"
"ryo asano",1988,"Japan"
"sakiyo asano",2012,"Japan"
"takuma asano",2016,"Japan"
"dmitry sergeyevich asanov",2016,"Slavic-Russian"
"kanji asanuma",1960,"Japan"
"junko asari",1996,"Japan"
"masakatsu asari",1968,"Japan"
"pyotr petrovich asayonok",2016,"Slavic-Russian"
"taketsugu asazaka",1956,"Japan"
"konomi asazu",2010,"Japan"
"riyadh mohammed asfahani",1980,"Arabic"
"jeangabriel asfar",1948,"Arabic"
"andrey viktorovich ashchev",2016,"Slavic-Russian"
"mohamed asheri",2004,"Persian"
"ali ashkani aghbolagh",2000,"Persian"
"aditi ashok",2016,"India"
"kumar ashok",1980,"India"
"farzan ashour zadeh fllah",2016,"Persian"
"kazem ashtari",1948,"Persian"
"ebrahim ashtiyani",1972,"Persian"
"scar asiain ruiz",1968,"Hispanic-Iberian"
"victor asirvatham",1964,"SouthEastAsia"
"hossein askari",2000,"Persian"
"rouhollah askari gandomani",2012,"Persian"
"sardar mohammad aslam",1932,"India"
"erdin aslan",1992,"Turkey"
"nazm aslangil",1936,"Turkey"
"samvel ovikovich aslanyan",2008,"Slavic-Russian"
"aziz asli manesh",1964,"Persian"
"takeharu  aso",1928,"Japan"
"taro aso",1976,"Japan"
"salah assad",1980,"Arabic"
"johanis johny assadoma",1984,"SouthEastAsia"
"eduardo assam rabay",1948,"Hispanic-Iberian"
"khalid assar",2016,"Arabic"
"omar muhammadi muhammad muhammad assar",2012,"Arabic"
"samer zuhair assassa",1980,"Arabic"
"sarkis assatourian",1976,"Persian"
"sonia asselah",2012,"Arabic"
"mehdi assous",1996,"Arabic"
"anton viktorovich astakhov",2016,"Slavic-Russian"
"sutham aswanit",1968,"SouthEastAsia"
"sanaa atabrour",2012,"Arabic"
"choucri atafi",2012,"Arabic"
"burhan atak",1928,"Turkey"
"hurit atak",2012,"Turkey"
"mahmut atalay",1964,"Turkey"
"adil atan",1952,"Turkey"
"rfan atan",1952,"Turkey"
"yahya atan",1984,"SouthEastAsia"
"aleksandar atanackovi",1948,"Balkans"
"aleksandar atanasijevi",2012,"Balkans"
